section	source_file	source_sha256	level	annotation	positive_markers	exclusion_markers	primary_interpretation	auxiliary_source	decision_rule	cluster	variable	N	fraction
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A010	NA	NA	NA	NA	NA	NA	13	donor_id	5	0.00223813786929275
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A010	NA	NA	NA	NA	NA	NA	8	donor_id	2	0.000253036437246964
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A014	NA	NA	NA	NA	NA	NA	6	donor_id	1001	0.10806434200583
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A014	NA	NA	NA	NA	NA	NA	0	donor_id	3721	0.0863160824885755
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A014	NA	NA	NA	NA	NA	NA	1	donor_id	863	0.048713027771506
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A014	NA	NA	NA	NA	NA	NA	3	donor_id	1291	0.0942473353774274
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A014	NA	NA	NA	NA	NA	NA	4	donor_id	1155	0.0992609144035751
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A014	NA	NA	NA	NA	NA	NA	16	donor_id	136	0.134786917740337
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A014	NA	NA	NA	NA	NA	NA	8	donor_id	156	0.0197368421052632
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A014	NA	NA	NA	NA	NA	NA	9	donor_id	824	0.149302409856858
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A014	NA	NA	NA	NA	NA	NA	7	donor_id	888	0.104298801973221
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A014	NA	NA	NA	NA	NA	NA	5	donor_id	952	0.0983674312874561
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A014	NA	NA	NA	NA	NA	NA	12	donor_id	428	0.128297362110312
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A014	NA	NA	NA	NA	NA	NA	2	donor_id	3236	0.190914454277286
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A014	NA	NA	NA	NA	NA	NA	11	donor_id	220	0.0443369609028618
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A014	NA	NA	NA	NA	NA	NA	15	donor_id	94	0.0649171270718232
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A014	NA	NA	NA	NA	NA	NA	20	donor_id	3	0.012396694214876
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A014	NA	NA	NA	NA	NA	NA	14	donor_id	165	0.0988615937687238
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A014	NA	NA	NA	NA	NA	NA	18	donor_id	127	0.229241877256318
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A014	NA	NA	NA	NA	NA	NA	13	donor_id	304	0.136078782452999
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A014	NA	NA	NA	NA	NA	NA	10	donor_id	607	0.115663109756098
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A014	NA	NA	NA	NA	NA	NA	21	donor_id	16	0.213333333333333
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A014	NA	NA	NA	NA	NA	NA	17	donor_id	1	0.00112359550561798
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A014	NA	NA	NA	NA	NA	NA	22	donor_id	1	0.03125
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A015	NA	NA	NA	NA	NA	NA	1	donor_id	2642	0.149130729284263
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A015	NA	NA	NA	NA	NA	NA	6	donor_id	1375	0.148440030227788
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A015	NA	NA	NA	NA	NA	NA	12	donor_id	362	0.108513189448441
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A015	NA	NA	NA	NA	NA	NA	14	donor_id	291	0.174355901737567
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A015	NA	NA	NA	NA	NA	NA	0	donor_id	6791	0.15753091001879
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A015	NA	NA	NA	NA	NA	NA	4	donor_id	1921	0.165091096596769
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A015	NA	NA	NA	NA	NA	NA	9	donor_id	877	0.15890559884037
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A015	NA	NA	NA	NA	NA	NA	5	donor_id	1319	0.136288489357305
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A015	NA	NA	NA	NA	NA	NA	3	donor_id	1779	0.129872974156811
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A015	NA	NA	NA	NA	NA	NA	18	donor_id	72	0.129963898916968
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A015	NA	NA	NA	NA	NA	NA	10	donor_id	675	0.128620426829268
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A015	NA	NA	NA	NA	NA	NA	8	donor_id	625	0.0790738866396761
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A015	NA	NA	NA	NA	NA	NA	11	donor_id	837	0.168681983071342
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A015	NA	NA	NA	NA	NA	NA	7	donor_id	1428	0.167723749119098
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A015	NA	NA	NA	NA	NA	NA	16	donor_id	160	0.158572844400396
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A015	NA	NA	NA	NA	NA	NA	13	donor_id	293	0.131154879140555
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A015	NA	NA	NA	NA	NA	NA	2	donor_id	2628	0.155044247787611
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A015	NA	NA	NA	NA	NA	NA	20	donor_id	6	0.0247933884297521
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A015	NA	NA	NA	NA	NA	NA	15	donor_id	254	0.175414364640884
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A015	NA	NA	NA	NA	NA	NA	22	donor_id	3	0.09375
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A015	NA	NA	NA	NA	NA	NA	17	donor_id	1	0.00112359550561798
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A015	NA	NA	NA	NA	NA	NA	21	donor_id	1	0.0133333333333333
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A018	NA	NA	NA	NA	NA	NA	7	donor_id	293	0.0344139065069298
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A018	NA	NA	NA	NA	NA	NA	6	donor_id	240	0.0259095325488503
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A018	NA	NA	NA	NA	NA	NA	0	donor_id	1129	0.0261894268018279
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A018	NA	NA	NA	NA	NA	NA	3	donor_id	263	0.019199883194627
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A018	NA	NA	NA	NA	NA	NA	10	donor_id	101	0.0192454268292683
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A018	NA	NA	NA	NA	NA	NA	11	donor_id	42	0.00846432889963724
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A018	NA	NA	NA	NA	NA	NA	1	donor_id	277	0.0156355836531949
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A018	NA	NA	NA	NA	NA	NA	4	donor_id	351	0.0301650051564111
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A018	NA	NA	NA	NA	NA	NA	14	donor_id	72	0.0431396045536249
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A018	NA	NA	NA	NA	NA	NA	16	donor_id	41	0.0406342913776016
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A018	NA	NA	NA	NA	NA	NA	9	donor_id	65	0.0117774959231745
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A018	NA	NA	NA	NA	NA	NA	5	donor_id	270	0.027898326100434
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A018	NA	NA	NA	NA	NA	NA	2	donor_id	134	0.00790560471976401
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A018	NA	NA	NA	NA	NA	NA	8	donor_id	15	0.00189777327935223
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A018	NA	NA	NA	NA	NA	NA	13	donor_id	49	0.0219337511190689
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A018	NA	NA	NA	NA	NA	NA	15	donor_id	22	0.0151933701657459
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A018	NA	NA	NA	NA	NA	NA	18	donor_id	14	0.0252707581227437
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A018	NA	NA	NA	NA	NA	NA	12	donor_id	5	0.00149880095923261
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A018	NA	NA	NA	NA	NA	NA	20	donor_id	2	0.00826446280991736
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A022	NA	NA	NA	NA	NA	NA	4	donor_id	42	0.00360948779649364
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A022	NA	NA	NA	NA	NA	NA	11	donor_id	7	0.00141072148327287
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A022	NA	NA	NA	NA	NA	NA	0	donor_id	69	0.00160059384351296
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A022	NA	NA	NA	NA	NA	NA	6	donor_id	24	0.00259095325488503
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A022	NA	NA	NA	NA	NA	NA	1	donor_id	8	0.000451569202980357
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A022	NA	NA	NA	NA	NA	NA	3	donor_id	12	0.000876040297853701
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A022	NA	NA	NA	NA	NA	NA	15	donor_id	2	0.00138121546961326
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A022	NA	NA	NA	NA	NA	NA	5	donor_id	1	0.000103327133705311
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A022	NA	NA	NA	NA	NA	NA	7	donor_id	6	0.000704721634954193
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	A022	NA	NA	NA	NA	NA	NA	16	donor_id	1	0.000991080277502478
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC1_8810	NA	NA	NA	NA	NA	NA	1	donor_id	2343	0.132253330322872
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC1_8810	NA	NA	NA	NA	NA	NA	8	donor_id	1853	0.234438259109312
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC1_8810	NA	NA	NA	NA	NA	NA	17	donor_id	871	0.978651685393258
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC1_8810	NA	NA	NA	NA	NA	NA	0	donor_id	705	0.0163538936185019
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC1_8810	NA	NA	NA	NA	NA	NA	3	donor_id	501	0.036574682435392
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC1_8810	NA	NA	NA	NA	NA	NA	6	donor_id	192	0.0207276260390802
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC1_8810	NA	NA	NA	NA	NA	NA	11	donor_id	245	0.0493752519145506
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC1_8810	NA	NA	NA	NA	NA	NA	19	donor_id	390	0.705244122965642
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC1_8810	NA	NA	NA	NA	NA	NA	7	donor_id	89	0.0104533709184872
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC1_8810	NA	NA	NA	NA	NA	NA	20	donor_id	185	0.764462809917355
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC1_8810	NA	NA	NA	NA	NA	NA	12	donor_id	146	0.0437649880095923
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC1_8810	NA	NA	NA	NA	NA	NA	4	donor_id	19	0.00163286352698522
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC1_8810	NA	NA	NA	NA	NA	NA	15	donor_id	12	0.00828729281767956
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC1_8810	NA	NA	NA	NA	NA	NA	10	donor_id	11	0.00209603658536585
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC1_8810	NA	NA	NA	NA	NA	NA	21	donor_id	3	0.04
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC1_8810	NA	NA	NA	NA	NA	NA	18	donor_id	13	0.0234657039711191
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC1_8810	NA	NA	NA	NA	NA	NA	2	donor_id	30	0.00176991150442478
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC1_8810	NA	NA	NA	NA	NA	NA	5	donor_id	8	0.000826617069642488
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC1_8810	NA	NA	NA	NA	NA	NA	9	donor_id	1	0.000181192244971915
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC1_8810	NA	NA	NA	NA	NA	NA	13	donor_id	1	0.00044762757385855
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC2_15564	NA	NA	NA	NA	NA	NA	6	donor_id	61	0.00658533952283278
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC2_15564	NA	NA	NA	NA	NA	NA	0	donor_id	148	0.00343315780927417
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC2_15564	NA	NA	NA	NA	NA	NA	1	donor_id	10	0.000564461503725446
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC2_15564	NA	NA	NA	NA	NA	NA	7	donor_id	7	0.000822175240779892
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC2_15564	NA	NA	NA	NA	NA	NA	8	donor_id	2	0.000253036437246964
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC2_15564	NA	NA	NA	NA	NA	NA	3	donor_id	30	0.00219010074463425
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC2_15564	NA	NA	NA	NA	NA	NA	21	donor_id	3	0.04
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC2_15564	NA	NA	NA	NA	NA	NA	13	donor_id	1	0.00044762757385855
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC2_15564	NA	NA	NA	NA	NA	NA	4	donor_id	1	8.5940185630801e-05
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC2_15564	NA	NA	NA	NA	NA	NA	11	donor_id	26	0.00523982265215639
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC2_15564	NA	NA	NA	NA	NA	NA	18	donor_id	2	0.0036101083032491
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC2_15564	NA	NA	NA	NA	NA	NA	17	donor_id	2	0.00224719101123596
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC2_15564	NA	NA	NA	NA	NA	NA	15	donor_id	1	0.00069060773480663
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC2_15564	NA	NA	NA	NA	NA	NA	20	donor_id	1	0.00413223140495868
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC3_11773	NA	NA	NA	NA	NA	NA	6	donor_id	380	0.0410234265356796
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC3_11773	NA	NA	NA	NA	NA	NA	3	donor_id	565	0.0412468973572784
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC3_11773	NA	NA	NA	NA	NA	NA	11	donor_id	595	0.119911326078194
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC3_11773	NA	NA	NA	NA	NA	NA	1	donor_id	530	0.0299164596974486
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC3_11773	NA	NA	NA	NA	NA	NA	7	donor_id	105	0.0123326286116984
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC3_11773	NA	NA	NA	NA	NA	NA	19	donor_id	162	0.292947558770344
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC3_11773	NA	NA	NA	NA	NA	NA	8	donor_id	226	0.0285931174089069
donor_composition	results/05C_annotation/epithelial_cluster_composition.tsv	8237bdcbfc9b2c78b3509a3428c2ca511531fe8dbf84baf7bb4c8c52e322d117	CRC3_11773	NA	NA	NA	NA	NA	NA	0	donor_id	592	0.0137326312370967
