section	source_file	source_sha256	patient_id	slide_or_capture_id	overlay_width	overlay_height	frozen_crop_x	frozen_crop_y	frozen_crop_width	frozen_crop_height	colour_bbox_xmin	colour_bbox_xmax	colour_bbox_ymin	colour_bbox_ymax	pathology_colour_pixels	hires_width	hires_height	tissue_hires_scalef	spot_diameter_fullres	positions_total	positions_in_tissue	fullres_xmin	fullres_xmax	fullres_ymin	fullres_ymax	path	purpose	decision	reason	old_agreement	old_kappa	old_coordinate_A	old_coordinate_B	primary_failure_source	error_type	class_swap_evidence	background_unassigned_issue	m02_or_expression_used	recoverable	expected_kappa_impact	historical_stage10e_status_preserved	cohort	mapped_genes	canonical_genes	recomputed_sha256	expected_sha256	status	expression_values_opened	spot_spacing_overlay_px	pipeline_A_tissue_mask_dice	pipeline_B_tissue_mask_dice	pipeline_A_hausdorff_spot_diameters	pipeline_B_hausdorff_spot_diameters	pipeline_B_landmark_median_reprojection_spot_diameters	pipeline_B_landmark_p95_reprojection_spot_diameters	pipeline_B_LOLO_median_spot_diameters	A_B_median_coordinate_distance_spot_diameters	A_B_p95_coordinate_distance_spot_diameters	rotation_mirror_ambiguity_A	rotation_mirror_ambiguity_B	systematic_direction_conflict	relative_path	sha256_before	protection	input_type	sha256	expression_content	registration_pass	paired_minimum_spot_coverage	Adenoma_spots	Normal_spots	minimum_each	patient_decision	biological_inference_unit	agreement_scope	common_evaluable_spots	agreement	cohen_kappa	PABAK	Adenoma_Dice	Adenoma_IoU	Normal_Dice	Normal_IoU	pipeline_A_unassigned_fraction	pipeline_B_unassigned_fraction	consensus_unassigned_fraction	consensus_Adenoma_spots	consensus_Normal_spots	run_id	execution_backend	session_or_job_id	setup_git_commit	launch_command	expected_outputs	log_directory	status_check_command	failure_recovery_command	formal_run_limit	stage10f_started	timestamp_utc	python	platform	numpy	scipy	pillow	seed	test	pipeline_A_median_error_px	pipeline_B_median_error_px	real_M02_or_expression_accessed	pipeline	rotation_degrees	mirror	transform_family	m00	m01	tx	m10	m11	ty	geometric_objective	second_best_gap	nonlinear_used	selection_information
STAGE10E_R_HISTORY_BASELINE_SHA256	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_HISTORY_BASELINE_SHA256.tsv	f9c89f08077e22e9d85af8ef3feb044e31a29ef65dbc02f3a7751c7b67fef25d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	reports/STAGE10E_SUMMARY.md	71bd8800b0d14cfde939735e674414054007c84d8312b8c5c0480103d3f31063	read_only_historical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_HISTORY_BASELINE_SHA256	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_HISTORY_BASELINE_SHA256.tsv	f9c89f08077e22e9d85af8ef3feb044e31a29ef65dbc02f3a7751c7b67fef25d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	reports/STAGE10E_GATE_DECISION.md	642b5debda611484ae94a6935c87800f06538e5579b9fbb8c320236f5befaab4	read_only_historical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_HISTORY_BASELINE_SHA256	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_HISTORY_BASELINE_SHA256.tsv	f9c89f08077e22e9d85af8ef3feb044e31a29ef65dbc02f3a7751c7b67fef25d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	reports/STAGE10E_ACCEPTANCE.md	23338358a223ebe55106b3d40fbf5ecfbde83190e156df1aac2e96e9533a317d	read_only_historical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_HISTORY_BASELINE_SHA256	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_HISTORY_BASELINE_SHA256.tsv	f9c89f08077e22e9d85af8ef3feb044e31a29ef65dbc02f3a7751c7b67fef25d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	scripts/10E_spatial_blind_qc.R	3c177bf562522d6f1b683ce8da802841146b3e71d429b154319199bd49a74ed9	read_only_historical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_HISTORY_BASELINE_SHA256	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_HISTORY_BASELINE_SHA256.tsv	f9c89f08077e22e9d85af8ef3feb044e31a29ef65dbc02f3a7751c7b67fef25d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	config/stage10e_parameters.tsv	6d49f647a6a88e61611b4c58a0c01049b1b1cb37a9cf425e267bbc86bbc7ea87	read_only_historical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_HISTORY_BASELINE_SHA256	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_HISTORY_BASELINE_SHA256.tsv	f9c89f08077e22e9d85af8ef3feb044e31a29ef65dbc02f3a7751c7b67fef25d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	config/stage10e_roi_overlay_panels.tsv	a212bc26e1858af7e335fbd983525cbc0bf17e5a09ca339d75d6583ee786c1bc	read_only_historical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_HISTORY_BASELINE_SHA256	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_HISTORY_BASELINE_SHA256.tsv	f9c89f08077e22e9d85af8ef3feb044e31a29ef65dbc02f3a7751c7b67fef25d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	STATUS.md	f164610d52eed0d320619aab160c6caa53036a62dfc190ca2d2219e178219bd0	read_only_historical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_INPUT_WHITELIST	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_INPUT_WHITELIST.tsv	24e7d8f9650de237925063c4e1b95c56c063cb51c3be6a82dd3985645c4c320f	case1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	${CRC_PROJECT_ROOT}/metadata/stage10C2_SP/sources/gr1.jpg	published pathologist overlay	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	overlay_source	d455cdd2deaad6bcd1b1fc4d44317150bc352c33811b37542b45341c91dafa27	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_INPUT_WHITELIST	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_INPUT_WHITELIST.tsv	24e7d8f9650de237925063c4e1b95c56c063cb51c3be6a82dd3985645c4c320f	case1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	${CRC_PROJECT_ROOT}/data_processed/stage10e/stage10e_20260801_010406/derived/Rectum_kyudai_Beppu_20200303/tissue_hires_image.png	deposited H&E image	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hires_source	139f5c4a9395f5a1abc5f1badaba9048b382ade9991d907705b6e06007a4d212	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_INPUT_WHITELIST	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_INPUT_WHITELIST.tsv	24e7d8f9650de237925063c4e1b95c56c063cb51c3be6a82dd3985645c4c320f	case1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	${CRC_PROJECT_ROOT}/data_processed/stage10e/stage10e_20260801_010406/derived/Rectum_kyudai_Beppu_20200303/tissue_positions_list.csv	10x spot coordinates and tissue mask	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	positions_source	394e922bb98365d5d73fbc5dfeebe50411a67f19dc3f2df980c0a828ecb6b791	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_INPUT_WHITELIST	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_INPUT_WHITELIST.tsv	24e7d8f9650de237925063c4e1b95c56c063cb51c3be6a82dd3985645c4c320f	case1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	${CRC_PROJECT_ROOT}/data_processed/stage10e/stage10e_20260801_010406/derived/Rectum_kyudai_Beppu_20200303/scalefactors_json.json	10x coordinate scalefactors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	scalefactors_source	1ea2024c13dca245b5f11041ba47e68de8cdcae248872f0b0617e339d526c124	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_INPUT_WHITELIST	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_INPUT_WHITELIST.tsv	24e7d8f9650de237925063c4e1b95c56c063cb51c3be6a82dd3985645c4c320f	case2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	${CRC_PROJECT_ROOT}/data_processed/stage10e/stage10e_20260801_010406/derived/source_render/mmc1-01.png	published pathologist overlay	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	overlay_source	56df1c29b794f81ef1ca0c0de66e12d8e768950912819ef9d5a0df0ee1151138	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_INPUT_WHITELIST	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_INPUT_WHITELIST.tsv	24e7d8f9650de237925063c4e1b95c56c063cb51c3be6a82dd3985645c4c320f	case2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	${CRC_PROJECT_ROOT}/data_processed/stage10e/stage10e_20260801_010406/derived/Ascending_kyudai_Beppu_20200430/tissue_hires_image.png	deposited H&E image	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hires_source	7f1788555ede1f6fe3a6d3437528fdb10da76289cabf37dd68eda9b65757829f	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_INPUT_WHITELIST	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_INPUT_WHITELIST.tsv	24e7d8f9650de237925063c4e1b95c56c063cb51c3be6a82dd3985645c4c320f	case2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	${CRC_PROJECT_ROOT}/data_processed/stage10e/stage10e_20260801_010406/derived/Ascending_kyudai_Beppu_20200430/tissue_positions_list.csv	10x spot coordinates and tissue mask	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	positions_source	aa55dec7ce819bc822be2fd3f31e5943f6d1de6abab7ac0819ef008dbbf089f0	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_INPUT_WHITELIST	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_INPUT_WHITELIST.tsv	24e7d8f9650de237925063c4e1b95c56c063cb51c3be6a82dd3985645c4c320f	case2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	${CRC_PROJECT_ROOT}/data_processed/stage10e/stage10e_20260801_010406/derived/Ascending_kyudai_Beppu_20200430/scalefactors_json.json	10x coordinate scalefactors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	scalefactors_source	d0ff166cd5a20d274dcb178e64da7dada5d9a459df174b45f2d1249d63121ce5	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_INPUT_WHITELIST	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_INPUT_WHITELIST.tsv	24e7d8f9650de237925063c4e1b95c56c063cb51c3be6a82dd3985645c4c320f	case3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	${CRC_PROJECT_ROOT}/data_processed/stage10e/stage10e_20260801_010406/derived/source_render/mmc1-01.png	published pathologist overlay	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	overlay_source	56df1c29b794f81ef1ca0c0de66e12d8e768950912819ef9d5a0df0ee1151138	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_INPUT_WHITELIST	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_INPUT_WHITELIST.tsv	24e7d8f9650de237925063c4e1b95c56c063cb51c3be6a82dd3985645c4c320f	case3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	${CRC_PROJECT_ROOT}/data_processed/stage10e/stage10e_20260801_010406/derived/Sigmoid_kyudai_Beppu_20210602/tissue_hires_image.png	deposited H&E image	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hires_source	edb0e35fbf9f83b9208df42013d0fb4de87deb58cdb3889b1fece71b582e81f3	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_INPUT_WHITELIST	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_INPUT_WHITELIST.tsv	24e7d8f9650de237925063c4e1b95c56c063cb51c3be6a82dd3985645c4c320f	case3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	${CRC_PROJECT_ROOT}/data_processed/stage10e/stage10e_20260801_010406/derived/Sigmoid_kyudai_Beppu_20210602/tissue_positions_list.csv	10x spot coordinates and tissue mask	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	positions_source	6ca6bf2915bc4dcb2fca87e5e7c8a6eb96370b76b294c589a106311c14e3786b	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_INPUT_WHITELIST	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_INPUT_WHITELIST.tsv	24e7d8f9650de237925063c4e1b95c56c063cb51c3be6a82dd3985645c4c320f	case3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	${CRC_PROJECT_ROOT}/data_processed/stage10e/stage10e_20260801_010406/derived/Sigmoid_kyudai_Beppu_20210602/scalefactors_json.json	10x coordinate scalefactors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	scalefactors_source	5f29b084bae40f71e7d16f5087f6219e26b1c4d478af50325ebaa98d674df2bd	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_INPUT_WHITELIST	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_INPUT_WHITELIST.tsv	24e7d8f9650de237925063c4e1b95c56c063cb51c3be6a82dd3985645c4c320f	case4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	${CRC_PROJECT_ROOT}/data_processed/stage10e/stage10e_20260801_010406/derived/source_render/mmc1-01.png	published pathologist overlay	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	overlay_source	56df1c29b794f81ef1ca0c0de66e12d8e768950912819ef9d5a0df0ee1151138	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_INPUT_WHITELIST	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_INPUT_WHITELIST.tsv	24e7d8f9650de237925063c4e1b95c56c063cb51c3be6a82dd3985645c4c320f	case4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	${CRC_PROJECT_ROOT}/data_processed/stage10e/stage10e_20260801_010406/derived/Transverse_kyudai_Beppu_20211111/tissue_hires_image.png	deposited H&E image	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hires_source	b439cf47ddd81b7dce20d08b551f6b4cdf3e792f575239fa48dee0208a4bd9ab	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
