script_id	stage	analysis_role	original_path	release_path	original_sha256	release_sha256	direct_literal_inputs	stage_scoped_outputs	stage_scoped_figures	claim_ids	private_paths_sanitized_in_release_copy	mapping_basis
F0450	Stage7	main_or_supporting	scripts/07_install_dependencies.R	scripts/07_install_dependencies.R	fbf4629c5ee82885ec2afe9667faee3e50b514917c6c1fe9acdfc67d2c98b9a0	fbf4629c5ee82885ec2afe9667faee3e50b514917c6c1fe9acdfc67d2c98b9a0	See stage-scoped inputs and script source	config/07_replication_parameters.tsv;figures_final/stage_7_module_effects.pdf;figures_final/stage_7_module_effects.png;figures_final/stage_7_module_effects_source_data.tsv;logs_summary/stage_7_GSE132465_annotation_evidence.tsv;logs_summary/stage_7_GSE132465_qc_summary.tsv;logs_summary/stage_7_GSE161277_annotation_evidence.tsv;logs_summary/stage_7_GSE161277_qc_summary.tsv;logs_summary/stage_7_acceptance_classification_audit.tsv;logs_summary/stage_7_acceptance_qc_checks.tsv;logs_summary/stage_7_model_input_audit.tsv;logs_summary/stage_7_model_sessionInfo.txt;logs_summary/stage_7_replication_gate.tsv;logs_summary/stage_7_validation_checks.tsv;protocol/stage_7_singlecell_replication_plan.md;reports/stage_7_acceptance_audit.md;reports/stage_7_singlecell_replication.md;results_final/stage_7_GSE132465_cell_composition.tsv;results_final/stage_7_GSE132465_pair_eligibility.tsv;results_final/stage_7_GSE161277_cell_composition.tsv;results_final/stage_7_acceptance_recomputed_effects.tsv;results_final/stage_7_epithelial_specificity_donor_differences.tsv;results_final/stage_7_paired_donor_module_differences.tsv;results_final/stage_7_replication_effects_all.tsv;results_final/stage_7_replication_summary.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0451	Stage7	main_or_supporting	scripts/07_model_preflight.R	scripts/07_model_preflight.R	44bacd326df6c5e89296d9d7d7af78b44ac80751ee8bc89c7dbeea2b69d88ef1	44bacd326df6c5e89296d9d7d7af78b44ac80751ee8bc89c7dbeea2b69d88ef1	scripts/07_helpers.R	config/07_replication_parameters.tsv;figures_final/stage_7_module_effects.pdf;figures_final/stage_7_module_effects.png;figures_final/stage_7_module_effects_source_data.tsv;logs_summary/stage_7_GSE132465_annotation_evidence.tsv;logs_summary/stage_7_GSE132465_qc_summary.tsv;logs_summary/stage_7_GSE161277_annotation_evidence.tsv;logs_summary/stage_7_GSE161277_qc_summary.tsv;logs_summary/stage_7_acceptance_classification_audit.tsv;logs_summary/stage_7_acceptance_qc_checks.tsv;logs_summary/stage_7_model_input_audit.tsv;logs_summary/stage_7_model_sessionInfo.txt;logs_summary/stage_7_replication_gate.tsv;logs_summary/stage_7_validation_checks.tsv;protocol/stage_7_singlecell_replication_plan.md;reports/stage_7_acceptance_audit.md;reports/stage_7_singlecell_replication.md;results_final/stage_7_GSE132465_cell_composition.tsv;results_final/stage_7_GSE132465_pair_eligibility.tsv;results_final/stage_7_GSE161277_cell_composition.tsv;results_final/stage_7_acceptance_recomputed_effects.tsv;results_final/stage_7_epithelial_specificity_donor_differences.tsv;results_final/stage_7_paired_donor_module_differences.tsv;results_final/stage_7_replication_effects_all.tsv;results_final/stage_7_replication_summary.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0452	Stage7	main_or_supporting	scripts/07_preflight.R	scripts/07_preflight.R	e37c38e8e9967783d820aad66039fc538b23fad8477727c16567d13345032164	e37c38e8e9967783d820aad66039fc538b23fad8477727c16567d13345032164	metadata/dataset_manifest.tsv;reports/stage_6A_exploratory_amendment.md;reports/stage_6A_pseudobulk_discovery.md;scripts/07_helpers.R	config/07_replication_parameters.tsv;figures_final/stage_7_module_effects.pdf;figures_final/stage_7_module_effects.png;figures_final/stage_7_module_effects_source_data.tsv;logs_summary/stage_7_GSE132465_annotation_evidence.tsv;logs_summary/stage_7_GSE132465_qc_summary.tsv;logs_summary/stage_7_GSE161277_annotation_evidence.tsv;logs_summary/stage_7_GSE161277_qc_summary.tsv;logs_summary/stage_7_acceptance_classification_audit.tsv;logs_summary/stage_7_acceptance_qc_checks.tsv;logs_summary/stage_7_model_input_audit.tsv;logs_summary/stage_7_model_sessionInfo.txt;logs_summary/stage_7_replication_gate.tsv;logs_summary/stage_7_validation_checks.tsv;protocol/stage_7_singlecell_replication_plan.md;reports/stage_7_acceptance_audit.md;reports/stage_7_singlecell_replication.md;results_final/stage_7_GSE132465_cell_composition.tsv;results_final/stage_7_GSE132465_pair_eligibility.tsv;results_final/stage_7_GSE161277_cell_composition.tsv;results_final/stage_7_acceptance_recomputed_effects.tsv;results_final/stage_7_epithelial_specificity_donor_differences.tsv;results_final/stage_7_paired_donor_module_differences.tsv;results_final/stage_7_replication_effects_all.tsv;results_final/stage_7_replication_summary.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0453	Stage7	main_or_supporting	scripts/07_prepare_GSE132465.R	scripts/07_prepare_GSE132465.R	f0af014a0990fc4285bf391b053470281701ab8d08be3309c54c065d6e15d924	f0af014a0990fc4285bf391b053470281701ab8d08be3309c54c065d6e15d924	metadata/annotation_evidence.tsv;scripts/07_helpers.R	config/07_replication_parameters.tsv;figures_final/stage_7_module_effects.pdf;figures_final/stage_7_module_effects.png;figures_final/stage_7_module_effects_source_data.tsv;logs_summary/stage_7_GSE132465_annotation_evidence.tsv;logs_summary/stage_7_GSE132465_qc_summary.tsv;logs_summary/stage_7_GSE161277_annotation_evidence.tsv;logs_summary/stage_7_GSE161277_qc_summary.tsv;logs_summary/stage_7_acceptance_classification_audit.tsv;logs_summary/stage_7_acceptance_qc_checks.tsv;logs_summary/stage_7_model_input_audit.tsv;logs_summary/stage_7_model_sessionInfo.txt;logs_summary/stage_7_replication_gate.tsv;logs_summary/stage_7_validation_checks.tsv;protocol/stage_7_singlecell_replication_plan.md;reports/stage_7_acceptance_audit.md;reports/stage_7_singlecell_replication.md;results_final/stage_7_GSE132465_cell_composition.tsv;results_final/stage_7_GSE132465_pair_eligibility.tsv;results_final/stage_7_GSE161277_cell_composition.tsv;results_final/stage_7_acceptance_recomputed_effects.tsv;results_final/stage_7_epithelial_specificity_donor_differences.tsv;results_final/stage_7_paired_donor_module_differences.tsv;results_final/stage_7_replication_effects_all.tsv;results_final/stage_7_replication_summary.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0454	Stage7	main_or_supporting	scripts/07_prepare_GSE161277.R	scripts/07_prepare_GSE161277.R	987374642c2b59c09de5a93c7b60065dc5bdbf6dfb6dfb29d63bde7da6d8bfb1	987374642c2b59c09de5a93c7b60065dc5bdbf6dfb6dfb29d63bde7da6d8bfb1	metadata/annotation_evidence.tsv;scripts/07_helpers.R	config/07_replication_parameters.tsv;figures_final/stage_7_module_effects.pdf;figures_final/stage_7_module_effects.png;figures_final/stage_7_module_effects_source_data.tsv;logs_summary/stage_7_GSE132465_annotation_evidence.tsv;logs_summary/stage_7_GSE132465_qc_summary.tsv;logs_summary/stage_7_GSE161277_annotation_evidence.tsv;logs_summary/stage_7_GSE161277_qc_summary.tsv;logs_summary/stage_7_acceptance_classification_audit.tsv;logs_summary/stage_7_acceptance_qc_checks.tsv;logs_summary/stage_7_model_input_audit.tsv;logs_summary/stage_7_model_sessionInfo.txt;logs_summary/stage_7_replication_gate.tsv;logs_summary/stage_7_validation_checks.tsv;protocol/stage_7_singlecell_replication_plan.md;reports/stage_7_acceptance_audit.md;reports/stage_7_singlecell_replication.md;results_final/stage_7_GSE132465_cell_composition.tsv;results_final/stage_7_GSE132465_pair_eligibility.tsv;results_final/stage_7_GSE161277_cell_composition.tsv;results_final/stage_7_acceptance_recomputed_effects.tsv;results_final/stage_7_epithelial_specificity_donor_differences.tsv;results_final/stage_7_paired_donor_module_differences.tsv;results_final/stage_7_replication_effects_all.tsv;results_final/stage_7_replication_summary.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0455	Stage7	main_or_supporting	scripts/07_real_data_pilot.R	scripts/07_real_data_pilot.R	d400d4559fe8547deea2347f2680dce10e416479e04acba05976c331abb2b295	d400d4559fe8547deea2347f2680dce10e416479e04acba05976c331abb2b295	scripts/07_helpers.R	config/07_replication_parameters.tsv;figures_final/stage_7_module_effects.pdf;figures_final/stage_7_module_effects.png;figures_final/stage_7_module_effects_source_data.tsv;logs_summary/stage_7_GSE132465_annotation_evidence.tsv;logs_summary/stage_7_GSE132465_qc_summary.tsv;logs_summary/stage_7_GSE161277_annotation_evidence.tsv;logs_summary/stage_7_GSE161277_qc_summary.tsv;logs_summary/stage_7_acceptance_classification_audit.tsv;logs_summary/stage_7_acceptance_qc_checks.tsv;logs_summary/stage_7_model_input_audit.tsv;logs_summary/stage_7_model_sessionInfo.txt;logs_summary/stage_7_replication_gate.tsv;logs_summary/stage_7_validation_checks.tsv;protocol/stage_7_singlecell_replication_plan.md;reports/stage_7_acceptance_audit.md;reports/stage_7_singlecell_replication.md;results_final/stage_7_GSE132465_cell_composition.tsv;results_final/stage_7_GSE132465_pair_eligibility.tsv;results_final/stage_7_GSE161277_cell_composition.tsv;results_final/stage_7_acceptance_recomputed_effects.tsv;results_final/stage_7_epithelial_specificity_donor_differences.tsv;results_final/stage_7_paired_donor_module_differences.tsv;results_final/stage_7_replication_effects_all.tsv;results_final/stage_7_replication_summary.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0456	Stage7	main_or_supporting	scripts/07_resume_GSE161277_figures.R	scripts/07_resume_GSE161277_figures.R	bee9b32792b3c183ca865caa94d3ede0f6d62ba905ae4897f5b33f4ae2c75de2	bee9b32792b3c183ca865caa94d3ede0f6d62ba905ae4897f5b33f4ae2c75de2	scripts/07_helpers.R	config/07_replication_parameters.tsv;figures_final/stage_7_module_effects.pdf;figures_final/stage_7_module_effects.png;figures_final/stage_7_module_effects_source_data.tsv;logs_summary/stage_7_GSE132465_annotation_evidence.tsv;logs_summary/stage_7_GSE132465_qc_summary.tsv;logs_summary/stage_7_GSE161277_annotation_evidence.tsv;logs_summary/stage_7_GSE161277_qc_summary.tsv;logs_summary/stage_7_acceptance_classification_audit.tsv;logs_summary/stage_7_acceptance_qc_checks.tsv;logs_summary/stage_7_model_input_audit.tsv;logs_summary/stage_7_model_sessionInfo.txt;logs_summary/stage_7_replication_gate.tsv;logs_summary/stage_7_validation_checks.tsv;protocol/stage_7_singlecell_replication_plan.md;reports/stage_7_acceptance_audit.md;reports/stage_7_singlecell_replication.md;results_final/stage_7_GSE132465_cell_composition.tsv;results_final/stage_7_GSE132465_pair_eligibility.tsv;results_final/stage_7_GSE161277_cell_composition.tsv;results_final/stage_7_acceptance_recomputed_effects.tsv;results_final/stage_7_epithelial_specificity_donor_differences.tsv;results_final/stage_7_paired_donor_module_differences.tsv;results_final/stage_7_replication_effects_all.tsv;results_final/stage_7_replication_summary.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0457	Stage7	main_or_supporting	scripts/07_resume_models_server.sh	scripts/07_resume_models_server.sh	516adf682d1136106fcacc6130e52e804faa21b1d0b71c5683a0df8fab0dbc39	db0683214f2996ad180267dd480c785c90549480df6574faf4daf8568e9df3ad	reports/stage_6A_exploratory_amendment.md;reports/stage_6A_pseudobulk_discovery.md;reports/stage_7_singlecell_replication.md;results/05B_full_qc_integration/validation_checks.tsv;scripts/07_finalize_report.R;scripts/07_model_preflight.R;scripts/07_run_replication_models.R;scripts/07_syntax_check.R;scripts/07_validate_outputs.R	config/07_replication_parameters.tsv;figures_final/stage_7_module_effects.pdf;figures_final/stage_7_module_effects.png;figures_final/stage_7_module_effects_source_data.tsv;logs_summary/stage_7_GSE132465_annotation_evidence.tsv;logs_summary/stage_7_GSE132465_qc_summary.tsv;logs_summary/stage_7_GSE161277_annotation_evidence.tsv;logs_summary/stage_7_GSE161277_qc_summary.tsv;logs_summary/stage_7_acceptance_classification_audit.tsv;logs_summary/stage_7_acceptance_qc_checks.tsv;logs_summary/stage_7_model_input_audit.tsv;logs_summary/stage_7_model_sessionInfo.txt;logs_summary/stage_7_replication_gate.tsv;logs_summary/stage_7_validation_checks.tsv;protocol/stage_7_singlecell_replication_plan.md;reports/stage_7_acceptance_audit.md;reports/stage_7_singlecell_replication.md;results_final/stage_7_GSE132465_cell_composition.tsv;results_final/stage_7_GSE132465_pair_eligibility.tsv;results_final/stage_7_GSE161277_cell_composition.tsv;results_final/stage_7_acceptance_recomputed_effects.tsv;results_final/stage_7_epithelial_specificity_donor_differences.tsv;results_final/stage_7_paired_donor_module_differences.tsv;results_final/stage_7_replication_effects_all.tsv;results_final/stage_7_replication_summary.tsv	NA	NA	TRUE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0458	Stage7	main_or_supporting	scripts/07_resume_server.sh	scripts/07_resume_server.sh	1380c45bb20fc7f19945119569c11d4fe2af67c1da3ad7ee4f65a9f61a554427	a4ebc696755ee1c4750409f8033066d8494888c4fcbc02e74602f8a8e93e47c9	reports/stage_6A_exploratory_amendment.md;reports/stage_6A_pseudobulk_discovery.md;reports/stage_7_singlecell_replication.md;results/05B_full_qc_integration/validation_checks.tsv;scripts/07_finalize_report.R;scripts/07_prepare_GSE132465.R;scripts/07_resume_GSE161277_figures.R;scripts/07_run_replication_models.R;scripts/07_syntax_check.R;scripts/07_validate_outputs.R	config/07_replication_parameters.tsv;figures_final/stage_7_module_effects.pdf;figures_final/stage_7_module_effects.png;figures_final/stage_7_module_effects_source_data.tsv;logs_summary/stage_7_GSE132465_annotation_evidence.tsv;logs_summary/stage_7_GSE132465_qc_summary.tsv;logs_summary/stage_7_GSE161277_annotation_evidence.tsv;logs_summary/stage_7_GSE161277_qc_summary.tsv;logs_summary/stage_7_acceptance_classification_audit.tsv;logs_summary/stage_7_acceptance_qc_checks.tsv;logs_summary/stage_7_model_input_audit.tsv;logs_summary/stage_7_model_sessionInfo.txt;logs_summary/stage_7_replication_gate.tsv;logs_summary/stage_7_validation_checks.tsv;protocol/stage_7_singlecell_replication_plan.md;reports/stage_7_acceptance_audit.md;reports/stage_7_singlecell_replication.md;results_final/stage_7_GSE132465_cell_composition.tsv;results_final/stage_7_GSE132465_pair_eligibility.tsv;results_final/stage_7_GSE161277_cell_composition.tsv;results_final/stage_7_acceptance_recomputed_effects.tsv;results_final/stage_7_epithelial_specificity_donor_differences.tsv;results_final/stage_7_paired_donor_module_differences.tsv;results_final/stage_7_replication_effects_all.tsv;results_final/stage_7_replication_summary.tsv	NA	NA	TRUE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0459	Stage7	main_or_supporting	scripts/07_run_replication_models.R	scripts/07_run_replication_models.R	64d8bf013f27337a3f7cdedb8832d8b6ec78e5995e4eae74591abf7c54719738	64d8bf013f27337a3f7cdedb8832d8b6ec78e5995e4eae74591abf7c54719738	figures_final/stage_7_module_effects.pdf;figures_final/stage_7_module_effects.png;logs_summary/stage_7_model_sessionInfo.txt;scripts/07_helpers.R	config/07_replication_parameters.tsv;figures_final/stage_7_module_effects.pdf;figures_final/stage_7_module_effects.png;figures_final/stage_7_module_effects_source_data.tsv;logs_summary/stage_7_GSE132465_annotation_evidence.tsv;logs_summary/stage_7_GSE132465_qc_summary.tsv;logs_summary/stage_7_GSE161277_annotation_evidence.tsv;logs_summary/stage_7_GSE161277_qc_summary.tsv;logs_summary/stage_7_acceptance_classification_audit.tsv;logs_summary/stage_7_acceptance_qc_checks.tsv;logs_summary/stage_7_model_input_audit.tsv;logs_summary/stage_7_model_sessionInfo.txt;logs_summary/stage_7_replication_gate.tsv;logs_summary/stage_7_validation_checks.tsv;protocol/stage_7_singlecell_replication_plan.md;reports/stage_7_acceptance_audit.md;reports/stage_7_singlecell_replication.md;results_final/stage_7_GSE132465_cell_composition.tsv;results_final/stage_7_GSE132465_pair_eligibility.tsv;results_final/stage_7_GSE161277_cell_composition.tsv;results_final/stage_7_acceptance_recomputed_effects.tsv;results_final/stage_7_epithelial_specificity_donor_differences.tsv;results_final/stage_7_paired_donor_module_differences.tsv;results_final/stage_7_replication_effects_all.tsv;results_final/stage_7_replication_summary.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0460	Stage7	main_or_supporting	scripts/07_run_server.sh	scripts/07_run_server.sh	49de030e97db160735271cb9e4e9de9764c0de226838cec79cff063426fa8e58	a3fa19b1ea294da26ba1ee20c6b3e4c873e151a8af0ec7fe7fefe64aedd2893c	reports/stage_6A_exploratory_amendment.md;reports/stage_6A_pseudobulk_discovery.md;reports/stage_7_singlecell_replication.md;results/05B_full_qc_integration/validation_checks.tsv;scripts/07_finalize_report.R;scripts/07_install_dependencies.R;scripts/07_preflight.R;scripts/07_prepare_GSE132465.R;scripts/07_prepare_GSE161277.R;scripts/07_real_data_pilot.R;scripts/07_run_replication_models.R;scripts/07_smoke_test.R;scripts/07_syntax_check.R;scripts/07_validate_outputs.R	config/07_replication_parameters.tsv;figures_final/stage_7_module_effects.pdf;figures_final/stage_7_module_effects.png;figures_final/stage_7_module_effects_source_data.tsv;logs_summary/stage_7_GSE132465_annotation_evidence.tsv;logs_summary/stage_7_GSE132465_qc_summary.tsv;logs_summary/stage_7_GSE161277_annotation_evidence.tsv;logs_summary/stage_7_GSE161277_qc_summary.tsv;logs_summary/stage_7_acceptance_classification_audit.tsv;logs_summary/stage_7_acceptance_qc_checks.tsv;logs_summary/stage_7_model_input_audit.tsv;logs_summary/stage_7_model_sessionInfo.txt;logs_summary/stage_7_replication_gate.tsv;logs_summary/stage_7_validation_checks.tsv;protocol/stage_7_singlecell_replication_plan.md;reports/stage_7_acceptance_audit.md;reports/stage_7_singlecell_replication.md;results_final/stage_7_GSE132465_cell_composition.tsv;results_final/stage_7_GSE132465_pair_eligibility.tsv;results_final/stage_7_GSE161277_cell_composition.tsv;results_final/stage_7_acceptance_recomputed_effects.tsv;results_final/stage_7_epithelial_specificity_donor_differences.tsv;results_final/stage_7_paired_donor_module_differences.tsv;results_final/stage_7_replication_effects_all.tsv;results_final/stage_7_replication_summary.tsv	NA	NA	TRUE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0461	Stage7	main_or_supporting	scripts/07_smoke_test.R	scripts/07_smoke_test.R	660a4c245d022ea0e13667acd8c2eac1201c2e7f499f541d5557eb56456d5590	660a4c245d022ea0e13667acd8c2eac1201c2e7f499f541d5557eb56456d5590	scripts/07_helpers.R	config/07_replication_parameters.tsv;figures_final/stage_7_module_effects.pdf;figures_final/stage_7_module_effects.png;figures_final/stage_7_module_effects_source_data.tsv;logs_summary/stage_7_GSE132465_annotation_evidence.tsv;logs_summary/stage_7_GSE132465_qc_summary.tsv;logs_summary/stage_7_GSE161277_annotation_evidence.tsv;logs_summary/stage_7_GSE161277_qc_summary.tsv;logs_summary/stage_7_acceptance_classification_audit.tsv;logs_summary/stage_7_acceptance_qc_checks.tsv;logs_summary/stage_7_model_input_audit.tsv;logs_summary/stage_7_model_sessionInfo.txt;logs_summary/stage_7_replication_gate.tsv;logs_summary/stage_7_validation_checks.tsv;protocol/stage_7_singlecell_replication_plan.md;reports/stage_7_acceptance_audit.md;reports/stage_7_singlecell_replication.md;results_final/stage_7_GSE132465_cell_composition.tsv;results_final/stage_7_GSE132465_pair_eligibility.tsv;results_final/stage_7_GSE161277_cell_composition.tsv;results_final/stage_7_acceptance_recomputed_effects.tsv;results_final/stage_7_epithelial_specificity_donor_differences.tsv;results_final/stage_7_paired_donor_module_differences.tsv;results_final/stage_7_replication_effects_all.tsv;results_final/stage_7_replication_summary.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0462	Stage7	main_or_supporting	scripts/07_syntax_check.R	scripts/07_syntax_check.R	58f8ad325ec0c9450505d571ee23bdcd881352c9fa47e8c27b2b9b71ebd98197	58f8ad325ec0c9450505d571ee23bdcd881352c9fa47e8c27b2b9b71ebd98197	scripts/07_acceptance_qc.R;scripts/07_finalize_report.R;scripts/07_helpers.R;scripts/07_install_dependencies.R;scripts/07_model_preflight.R;scripts/07_preflight.R;scripts/07_prepare_GSE132465.R;scripts/07_prepare_GSE161277.R;scripts/07_real_data_pilot.R;scripts/07_resume_GSE161277_figures.R;scripts/07_run_replication_models.R;scripts/07_smoke_test.R;scripts/07_update_result_registry.R;scripts/07_validate_outputs.R	config/07_replication_parameters.tsv;figures_final/stage_7_module_effects.pdf;figures_final/stage_7_module_effects.png;figures_final/stage_7_module_effects_source_data.tsv;logs_summary/stage_7_GSE132465_annotation_evidence.tsv;logs_summary/stage_7_GSE132465_qc_summary.tsv;logs_summary/stage_7_GSE161277_annotation_evidence.tsv;logs_summary/stage_7_GSE161277_qc_summary.tsv;logs_summary/stage_7_acceptance_classification_audit.tsv;logs_summary/stage_7_acceptance_qc_checks.tsv;logs_summary/stage_7_model_input_audit.tsv;logs_summary/stage_7_model_sessionInfo.txt;logs_summary/stage_7_replication_gate.tsv;logs_summary/stage_7_validation_checks.tsv;protocol/stage_7_singlecell_replication_plan.md;reports/stage_7_acceptance_audit.md;reports/stage_7_singlecell_replication.md;results_final/stage_7_GSE132465_cell_composition.tsv;results_final/stage_7_GSE132465_pair_eligibility.tsv;results_final/stage_7_GSE161277_cell_composition.tsv;results_final/stage_7_acceptance_recomputed_effects.tsv;results_final/stage_7_epithelial_specificity_donor_differences.tsv;results_final/stage_7_paired_donor_module_differences.tsv;results_final/stage_7_replication_effects_all.tsv;results_final/stage_7_replication_summary.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0463	Stage7	main_or_supporting	scripts/07_update_result_registry.R	scripts/07_update_result_registry.R	6714f52fe7acae08f6bb3166d75144a0322d9c77edb511febda1139d6a7c919b	6714f52fe7acae08f6bb3166d75144a0322d9c77edb511febda1139d6a7c919b	result_registry.tsv;results/05B_full_qc_integration/validation_checks.tsv;scripts/07_acceptance_qc.R;scripts/07_model_preflight.R;scripts/07_prepare_GSE132465.R;scripts/07_prepare_GSE161277.R;scripts/07_run_replication_models.R;scripts/07_validate_outputs.R	config/07_replication_parameters.tsv;figures_final/stage_7_module_effects.pdf;figures_final/stage_7_module_effects.png;figures_final/stage_7_module_effects_source_data.tsv;logs_summary/stage_7_GSE132465_annotation_evidence.tsv;logs_summary/stage_7_GSE132465_qc_summary.tsv;logs_summary/stage_7_GSE161277_annotation_evidence.tsv;logs_summary/stage_7_GSE161277_qc_summary.tsv;logs_summary/stage_7_acceptance_classification_audit.tsv;logs_summary/stage_7_acceptance_qc_checks.tsv;logs_summary/stage_7_model_input_audit.tsv;logs_summary/stage_7_model_sessionInfo.txt;logs_summary/stage_7_replication_gate.tsv;logs_summary/stage_7_validation_checks.tsv;protocol/stage_7_singlecell_replication_plan.md;reports/stage_7_acceptance_audit.md;reports/stage_7_singlecell_replication.md;results_final/stage_7_GSE132465_cell_composition.tsv;results_final/stage_7_GSE132465_pair_eligibility.tsv;results_final/stage_7_GSE161277_cell_composition.tsv;results_final/stage_7_acceptance_recomputed_effects.tsv;results_final/stage_7_epithelial_specificity_donor_differences.tsv;results_final/stage_7_paired_donor_module_differences.tsv;results_final/stage_7_replication_effects_all.tsv;results_final/stage_7_replication_summary.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0464	Stage7	sensitivity_or_validation	scripts/07_validate_outputs.R	scripts/07_validate_outputs.R	9e655dd3d0cb4d82f6ba5e7db40016a30d522703319864101257f5ada3823277	9e655dd3d0cb4d82f6ba5e7db40016a30d522703319864101257f5ada3823277	STATUS.md;figures_final/stage_7_module_effects.pdf;figures_final/stage_7_module_effects.png;metadata/annotation_evidence.tsv;reports/stage_7_singlecell_replication.md;results/05B_full_qc_integration/validation_checks.tsv;scripts/07_helpers.R	config/07_replication_parameters.tsv;figures_final/stage_7_module_effects.pdf;figures_final/stage_7_module_effects.png;figures_final/stage_7_module_effects_source_data.tsv;logs_summary/stage_7_GSE132465_annotation_evidence.tsv;logs_summary/stage_7_GSE132465_qc_summary.tsv;logs_summary/stage_7_GSE161277_annotation_evidence.tsv;logs_summary/stage_7_GSE161277_qc_summary.tsv;logs_summary/stage_7_acceptance_classification_audit.tsv;logs_summary/stage_7_acceptance_qc_checks.tsv;logs_summary/stage_7_model_input_audit.tsv;logs_summary/stage_7_model_sessionInfo.txt;logs_summary/stage_7_replication_gate.tsv;logs_summary/stage_7_validation_checks.tsv;protocol/stage_7_singlecell_replication_plan.md;reports/stage_7_acceptance_audit.md;reports/stage_7_singlecell_replication.md;results_final/stage_7_GSE132465_cell_composition.tsv;results_final/stage_7_GSE132465_pair_eligibility.tsv;results_final/stage_7_GSE161277_cell_composition.tsv;results_final/stage_7_acceptance_recomputed_effects.tsv;results_final/stage_7_epithelial_specificity_donor_differences.tsv;results_final/stage_7_paired_donor_module_differences.tsv;results_final/stage_7_replication_effects_all.tsv;results_final/stage_7_replication_summary.tsv	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0465	Stage8A	main_or_supporting	scripts/08A_GSE100179_preprocess.R	scripts/08A_GSE100179_preprocess.R	5ee5c5cf1ed1ca19a0b84021ddd65af2cabf8d897e54ec551a9edc9731c53b0c	5ee5c5cf1ed1ca19a0b84021ddd65af2cabf8d897e54ec551a9edc9731c53b0c	scripts/08A_GSE100179_preprocess.R;scripts/08A_helpers.R	config/08A_bulk_preprocessing_parameters.tsv;reports/stage_8A_acceptance_audit.md;reports/stage_8A_bulk_preprocessing.md	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0466	Stage8A	main_or_supporting	scripts/08A_GSE41657_preprocess.R	scripts/08A_GSE41657_preprocess.R	8b2d074f8d35cbf9b4017452dfa4e6a7b96ba50d1d953ea4e33e1e778910cf52	8b2d074f8d35cbf9b4017452dfa4e6a7b96ba50d1d953ea4e33e1e778910cf52	scripts/08A_GSE41657_preprocess.R;scripts/08A_helpers.R	config/08A_bulk_preprocessing_parameters.tsv;reports/stage_8A_acceptance_audit.md;reports/stage_8A_bulk_preprocessing.md	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
F0467	Stage8A	main_or_supporting	scripts/08A_GSE8671_preprocess.R	scripts/08A_GSE8671_preprocess.R	3c72a0af9fb2b076245639983a2574de488d87b623ab22893d4e8d2e5d9142a6	3c72a0af9fb2b076245639983a2574de488d87b623ab22893d4e8d2e5d9142a6	scripts/08A_GSE8671_preprocess.R;scripts/08A_helpers.R	config/08A_bulk_preprocessing_parameters.tsv;reports/stage_8A_acceptance_audit.md;reports/stage_8A_bulk_preprocessing.md	NA	NA	FALSE	Direct basename literals where detectable; otherwise frozen-manifest stage scope. Original frozen SHA retained.
